date,hour,forecast_need,real_need,someval,date,temp
20190701,1,15000,15351,250,2019-07-01T01:00:00.000Z,23.98
20190701,2,14500,14731,738,2019-07-01T02:00:00.000Z,23.44
20190701,3,14400,14573,575,2019-07-01T03:00:00.000Z,22.69
20190701,4,14300,14503,738,2019-07-01T04:00:00.000Z,21.21
20190701,5,14200,14413,338,2019-07-01T05:00:00.000Z,21.37
20190701,6,15600,14991,263,2019-07-01T06:00:00.000Z,22.48
20190701,7,19000,17816,288,2019-07-01T07:00:00.000Z,23.82
20190701,8,20700,20135,813,2019-07-01T08:00:00.000Z,25.14
20190701,9,21600,21542,963,2019-07-01T09:00:00.000Z,26.38
20190701,10,21900,22256,550,2019-07-01T10:00:00.000Z,27.23
20190701,11,22400,22471,425,2019-07-01T11:00:00.000Z,25.68
20190701,12,22400,22930,475,2019-07-01T12:00:00.000Z,23.03
20190701,13,22700,23079,163,2019-07-01T13:00:00.000Z,23.35
20190701,14,22700,23000,263,2019-07-01T14:00:00.000Z,25.72
20190701,15,22300,22527,138,2019-07-01T15:00:00.000Z,28.31
20190701,16,22200,22353,325,2019-07-01T16:00:00.000Z,28.53
20190701,17,22100,22068,838,2019-07-01T17:00:00.000Z,27.84
20190701,18,21800,21596,275,2019-07-01T18:00:00.000Z,26.27
20190701,19,21600,21374,38,2019-07-01T19:00:00.000Z,24.96
20190701,20,21600,21261,75,2019-07-01T20:00:00.000Z,22.37
20190701,21,21500,21222,113,2019-07-01T21:00:00.000Z,20.54
20190701,22,21400,20799,213,2019-07-01T22:00:00.000Z,20.07
20190701,23,20200,19666,713,2019-07-01T23:00:00.000Z,18.88
20190701,24,18400,18069,800,2019-07-02T00:00:00.000Z,18.8
20190702,1,16200,17065,288,2019-07-02T01:00:00.000Z,18.09
20190702,2,15600,16571,188,2019-07-02T02:00:00.000Z,16.77
20190702,3,15200,16154,25,2019-07-02T03:00:00.000Z,15.47
20190702,4,15100,16182,600,2019-07-02T04:00:00.000Z,14.97
20190702,5,14700,15732,288,2019-07-02T05:00:00.000Z,16.36
20190702,6,15700,15923,975,2019-07-02T06:00:00.000Z,17.96
20190702,7,19000,18111,250,2019-07-02T07:00:00.000Z,19.21
20190702,8,20400,20087,925,2019-07-02T08:00:00.000Z,20
20190702,9,21200,21223,788,2019-07-02T09:00:00.000Z,20.69
20190702,10,21400,21500,25,2019-07-02T10:00:00.000Z,21.48
20190702,11,21800,21651,575,2019-07-02T11:00:00.000Z,22.34
20190702,12,21900,21980,650,2019-07-02T12:00:00.000Z,21.94
20190702,13,22000,22064,500,2019-07-02T13:00:00.000Z,22.29
20190702,14,22100,21997,538,2019-07-02T14:00:00.000Z,22.66
20190702,15,21600,21536,213,2019-07-02T15:00:00.000Z,22.81
20190702,16,21400,21389,638,2019-07-02T16:00:00.000Z,22.62
20190702,17,21200,21023,913,2019-07-02T17:00:00.000Z,22.38
20190702,18,20800,20714,63,2019-07-02T18:00:00.000Z,21.89
20190702,19,20700,20435,225,2019-07-02T19:00:00.000Z,20.7
20190702,20,20800,20464,463,2019-07-02T20:00:00.000Z,18.49
20190702,21,20500,20376,800,2019-07-02T21:00:00.000Z,16.46
20190702,22,20600,20159,700,2019-07-02T22:00:00.000Z,15.01
20190702,23,19700,19279,450,2019-07-02T23:00:00.000Z,14.38
20190702,24,18100,17993,500,2019-07-03T00:00:00.000Z,13.27
20190703,1,16900,16706,613,2019-07-03T01:00:00.000Z,12.28
20190703,2,16300,15981,625,2019-07-03T02:00:00.000Z,11.42
20190703,3,15900,15665,588,2019-07-03T03:00:00.000Z,10.82
20190703,4,15800,15583,913,2019-07-03T04:00:00.000Z,10.37
20190703,5,15300,15194,563,2019-07-03T05:00:00.000Z,11.69
20190703,6,16200,15577,150,2019-07-03T06:00:00.000Z,13.69
20190703,7,19000,17814,0,2019-07-03T07:00:00.000Z,15.06
20190703,8,20500,19609,238,2019-07-03T08:00:00.000Z,15.92
20190703,9,21300,20479,275,2019-07-03T09:00:00.000Z,16.44
20190703,10,21600,20906,250,2019-07-03T10:00:00.000Z,17.26
20190703,11,21800,20999,238,2019-07-03T11:00:00.000Z,18.65
20190703,12,22000,21286,588,2019-07-03T12:00:00.000Z,18.96
20190703,13,22100,21378,0,2019-07-03T13:00:00.000Z,19.04
20190703,14,22100,21328,50,2019-07-03T14:00:00.000Z,18.76
20190703,15,21600,20893,513,2019-07-03T15:00:00.000Z,18.14
20190703,16,21500,20828,238,2019-07-03T16:00:00.000Z,18.57
20190703,17,21200,20554,125,2019-07-03T17:00:00.000Z,18.58
20190703,18,20800,20251,650,2019-07-03T18:00:00.000Z,18.3
20190703,19,20700,20032,413,2019-07-03T19:00:00.000Z,17.56
20190703,20,20600,20267,438,2019-07-03T20:00:00.000Z,16.2
20190703,21,20500,20260,138,2019-07-03T21:00:00.000Z,14.42
20190703,22,20500,20018,625,2019-07-03T22:00:00.000Z,13.38
20190703,23,19600,19105,700,2019-07-03T23:00:00.000Z,11.67
20190703,24,18200,17740,50,2019-07-04T00:00:00.000Z,10.54
20190704,1,16800,16475,513,2019-07-04T01:00:00.000Z,9.77
20190704,2,16100,15912,913,2019-07-04T02:00:00.000Z,8.94
20190704,3,15800,15644,425,2019-07-04T03:00:00.000Z,8.33
20190704,4,15800,15541,263,2019-07-04T04:00:00.000Z,8.32
20190704,5,15300,15048,88,2019-07-04T05:00:00.000Z,10.2
20190704,6,16300,15365,838,2019-07-04T06:00:00.000Z,13.12
20190704,7,19100,17650,575,2019-07-04T07:00:00.000Z,15.06
20190704,8,20600,19556,563,2019-07-04T08:00:00.000Z,16.4
20190704,9,21300,20478,350,2019-07-04T09:00:00.000Z,17.49
20190704,10,21600,20859,438,2019-07-04T10:00:00.000Z,18.24
20190704,11,21800,20941,963,2019-07-04T11:00:00.000Z,18.8
20190704,12,22100,21294,350,2019-07-04T12:00:00.000Z,19.2
20190704,13,22200,21310,550,2019-07-04T13:00:00.000Z,19.8
20190704,14,22200,21215,413,2019-07-04T14:00:00.000Z,20.68
20190704,15,21800,20976,700,2019-07-04T15:00:00.000Z,21.32
20190704,16,21600,20792,450,2019-07-04T16:00:00.000Z,21.69
20190704,17,21300,20508,788,2019-07-04T17:00:00.000Z,21.58
20190704,18,20900,20371,875,2019-07-04T18:00:00.000Z,21.25
20190704,19,20700,20212,50,2019-07-04T19:00:00.000Z,20.11
20190704,20,20700,20431,813,2019-07-04T20:00:00.000Z,17.12
20190704,21,20600,20392,463,2019-07-04T21:00:00.000Z,15.23
20190704,22,20400,20220,938,2019-07-04T22:00:00.000Z,13.47
20190704,23,19600,19164,888,2019-07-04T23:00:00.000Z,12.81
20190704,24,18200,17806,175,2019-07-05T00:00:00.000Z,12.34
20190705,1,16900,16621,538,2019-07-05T01:00:00.000Z,12.87
20190705,2,16300,15998,0,2019-07-05T02:00:00.000Z,13.16
20190705,3,15900,15637,463,2019-07-05T03:00:00.000Z,13.54
20190705,4,15800,15614,875,2019-07-05T04:00:00.000Z,13.64
20190705,5,15400,15417,813,2019-07-05T05:00:00.000Z,13.82
20190705,6,16300,15673,25,2019-07-05T06:00:00.000Z,15.18
20190705,7,18900,17824,300,2019-07-05T07:00:00.000Z,17.15
20190705,8,20400,19644,225,2019-07-05T08:00:00.000Z,18.18
20190705,9,21200,20596,713,2019-07-05T09:00:00.000Z,18.19
20190705,10,21500,21105,113,2019-07-05T10:00:00.000Z,17.67
20190705,11,21800,21147,113,2019-07-05T11:00:00.000Z,16.43
20190705,12,22000,21514,50,2019-07-05T12:00:00.000Z,16.03
20190705,13,22100,21517,300,2019-07-05T13:00:00.000Z,16.13
20190705,14,22100,21420,200,2019-07-05T14:00:00.000Z,16.26
20190705,15,21700,21012,150,2019-07-05T15:00:00.000Z,17.72
20190705,16,21400,20790,413,2019-07-05T16:00:00.000Z,18.79
20190705,17,21200,20540,850,2019-07-05T17:00:00.000Z,18.94
20190705,18,20700,20208,688,2019-07-05T18:00:00.000Z,18.33
20190705,19,20500,20072,925,2019-07-05T19:00:00.000Z,17.64
20190705,20,20500,20144,575,2019-07-05T20:00:00.000Z,16.49
20190705,21,20300,19963,450,2019-07-05T21:00:00.000Z,15.38
20190705,22,20200,19639,825,2019-07-05T22:00:00.000Z,14.15
20190705,23,19400,18849,475,2019-07-05T23:00:00.000Z,13.83
20190705,24,18000,17531,788,2019-07-06T00:00:00.000Z,13.37
20190706,1,16350,16448,613,2019-07-06T01:00:00.000Z,13.43
20190706,2,15550,15728,25,2019-07-06T02:00:00.000Z,13.52
20190706,3,15050,15368,550,2019-07-06T03:00:00.000Z,13.38
20190706,4,15000,15254,850,2019-07-06T04:00:00.000Z,13.41
20190706,5,14450,14701,763,2019-07-06T05:00:00.000Z,14.09
20190706,6,14500,14544,950,2019-07-06T06:00:00.000Z,14.67
20190706,7,15900,15502,50,2019-07-06T07:00:00.000Z,15.4
20190706,8,17300,16841,38,2019-07-06T08:00:00.000Z,16.71
20190706,9,18400,17995,25,2019-07-06T09:00:00.000Z,18.05
20190706,10,18800,18847,613,2019-07-06T10:00:00.000Z,18.75
20190706,11,19300,19245,888,2019-07-06T11:00:00.000Z,20.11
20190706,12,19300,19480,13,2019-07-06T12:00:00.000Z,20.59
20190706,13,19100,19413,813,2019-07-06T13:00:00.000Z,21.21
20190706,14,18800,18979,563,2019-07-06T14:00:00.000Z,20.66
20190706,15,18400,18443,850,2019-07-06T15:00:00.000Z,20.81
20190706,16,18100,18159,725,2019-07-06T16:00:00.000Z,20.67
20190706,17,17900,17953,763,2019-07-06T17:00:00.000Z,20.4
20190706,18,17800,17722,963,2019-07-06T18:00:00.000Z,19.88
20190706,19,17600,17521,700,2019-07-06T19:00:00.000Z,18.94
20190706,20,17700,17681,788,2019-07-06T20:00:00.000Z,17.84
20190706,21,17600,17517,438,2019-07-06T21:00:00.000Z,17.37
20190706,22,17800,17562,50,2019-07-06T22:00:00.000Z,16.67
20190706,23,17200,16864,975,2019-07-06T23:00:00.000Z,17.19
20190706,24,15900,15734,13,2019-07-07T00:00:00.000Z,16.69
20190707,1,14500,14700,50,2019-07-07T01:00:00.000Z,16.18
20190707,2,13800,13996,188,2019-07-07T02:00:00.000Z,15.48
20190707,3,13300,13656,238,2019-07-07T03:00:00.000Z,15.12
20190707,4,13200,13463,550,2019-07-07T04:00:00.000Z,14.7
20190707,5,12500,12984,663,2019-07-07T05:00:00.000Z,14.38
20190707,6,12300,12753,300,2019-07-07T06:00:00.000Z,14.33
20190707,7,13200,13010,763,2019-07-07T07:00:00.000Z,14.08
20190707,8,14200,13680,263,2019-07-07T08:00:00.000Z,14.51
20190707,9,15200,14563,800,2019-07-07T09:00:00.000Z,15.18
20190707,10,16000,15251,163,2019-07-07T10:00:00.000Z,16.21
20190707,11,16300,15727,663,2019-07-07T11:00:00.000Z,17.3
20190707,12,16350,15900,338,2019-07-07T12:00:00.000Z,17.99
20190707,13,16400,16047,75,2019-07-07T13:00:00.000Z,18.49
20190707,14,16400,15962,325,2019-07-07T14:00:00.000Z,18.46
20190707,15,16000,15670,463,2019-07-07T15:00:00.000Z,18.28
20190707,16,15700,15262,838,2019-07-07T16:00:00.000Z,17.81
20190707,17,15750,15121,525,2019-07-07T17:00:00.000Z,17.38
20190707,18,15900,15079,363,2019-07-07T18:00:00.000Z,17.08
20190707,19,16200,15307,425,2019-07-07T19:00:00.000Z,16.21
20190707,20,16350,15676,500,2019-07-07T20:00:00.000Z,15.81
20190707,21,16600,15781,975,2019-07-07T21:00:00.000Z,15.18
20190707,22,17100,16253,638,2019-07-07T22:00:00.000Z,14.56
20190707,23,16800,16050,650,2019-07-07T23:00:00.000Z,13.92
20190707,24,15400,15133,450,2019-07-08T00:00:00.000Z,13.17
20190708,1,14350,14300,838,2019-07-08T01:00:00.000Z,12.57
20190708,2,13800,13776,663,2019-07-08T02:00:00.000Z,12.62
20190708,3,13650,13603,888,2019-07-08T03:00:00.000Z,12.3
20190708,4,13600,13618,163,2019-07-08T04:00:00.000Z,12.14
20190708,5,13400,13364,213,2019-07-08T05:00:00.000Z,12.54
20190708,6,15000,14003,650,2019-07-08T06:00:00.000Z,13.17
20190708,7,18150,16698,225,2019-07-08T07:00:00.000Z,13.99
20190708,8,19850,18704,550,2019-07-08T08:00:00.000Z,15.15
20190708,9,20800,19839,125,2019-07-08T09:00:00.000Z,15.66
20190708,10,21100,20543,863,2019-07-08T10:00:00.000Z,16.34
20190708,11,21400,20580,313,2019-07-08T11:00:00.000Z,16.19
20190708,12,21500,20956,600,2019-07-08T12:00:00.000Z,16.57
20190708,13,21600,21114,125,2019-07-08T13:00:00.000Z,16.71
20190708,14,21600,21023,288,2019-07-08T14:00:00.000Z,16.39
20190708,15,21250,20486,538,2019-07-08T15:00:00.000Z,16.66
20190708,16,20950,20296,950,2019-07-08T16:00:00.000Z,16.5
20190708,17,20600,20135,400,2019-07-08T17:00:00.000Z,16.46
20190708,18,20400,19814,963,2019-07-08T18:00:00.000Z,16.23
20190708,19,20350,19664,738,2019-07-08T19:00:00.000Z,15.84
20190708,20,20500,19889,838,2019-07-08T20:00:00.000Z,14.65
20190708,21,20500,19924,963,2019-07-08T21:00:00.000Z,13.86
20190708,22,20350,19731,638,2019-07-08T22:00:00.000Z,13.05
20190708,23,19200,18662,788,2019-07-08T23:00:00.000Z,13.05
20190708,24,17650,17294,138,2019-07-09T00:00:00.000Z,12.42
20190709,1,16700,16134,950,2019-07-09T01:00:00.000Z,12.21
20190709,2,16100,15584,163,2019-07-09T02:00:00.000Z,11.81
20190709,3,15800,15318,725,2019-07-09T03:00:00.000Z,11.76
20190709,4,15600,15277,688,2019-07-09T04:00:00.000Z,11.32
20190709,5,15300,14912,88,2019-07-09T05:00:00.000Z,12.01
20190709,6,16200,15178,388,2019-07-09T06:00:00.000Z,13.12
20190709,7,18900,17493,613,2019-07-09T07:00:00.000Z,14.37
20190709,8,20200,19407,288,2019-07-09T08:00:00.000Z,15.75
20190709,9,20900,20470,850,2019-07-09T09:00:00.000Z,16.86
20190709,10,21200,20786,250,2019-07-09T10:00:00.000Z,17.24
20190709,11,21500,20774,113,2019-07-09T11:00:00.000Z,17.97
20190709,12,21600,21220,325,2019-07-09T12:00:00.000Z,18.59
20190709,13,21700,21307,713,2019-07-09T13:00:00.000Z,19.07
20190709,14,21800,21238,238,2019-07-09T14:00:00.000Z,19.45
20190709,15,21300,20804,513,2019-07-09T15:00:00.000Z,18.1
20190709,16,21000,20717,775,2019-07-09T16:00:00.000Z,16.6
20190709,17,20800,20360,525,2019-07-09T17:00:00.000Z,15.94
20190709,18,20400,19979,438,2019-07-09T18:00:00.000Z,15.98
20190709,19,20500,19979,988,2019-07-09T19:00:00.000Z,15.24
20190709,20,20400,20236,138,2019-07-09T20:00:00.000Z,14.55
20190709,21,20200,20265,663,2019-07-09T21:00:00.000Z,14.36
20190709,22,20200,19977,750,2019-07-09T22:00:00.000Z,14.29
20190709,23,19400,18986,38,2019-07-09T23:00:00.000Z,13.69
20190709,24,17800,17502,788,2019-07-10T00:00:00.000Z,13.42
20190710,1,16500,16305,688,2019-07-10T01:00:00.000Z,13.33
20190710,2,16000,15662,450,2019-07-10T02:00:00.000Z,12.62
20190710,3,15500,15307,538,2019-07-10T03:00:00.000Z,12.6
20190710,4,15500,15337,88,2019-07-10T04:00:00.000Z,12.23
20190710,5,15000,15109,525,2019-07-10T05:00:00.000Z,12.33
20190710,6,16100,15319,875,2019-07-10T06:00:00.000Z,12.67
20190710,7,18700,17522,700,2019-07-10T07:00:00.000Z,13.17
20190710,8,20100,19396,38,2019-07-10T08:00:00.000Z,13.74
20190710,9,20800,20505,413,2019-07-10T09:00:00.000Z,14.37
20190710,10,21100,20988,225,2019-07-10T10:00:00.000Z,15.89
20190710,11,21400,20920,725,2019-07-10T11:00:00.000Z,16.53
20190710,12,21700,21312,125,2019-07-10T12:00:00.000Z,16.16
20190710,13,21700,21337,75,2019-07-10T13:00:00.000Z,15.23
20190710,14,21800,21277,475,2019-07-10T14:00:00.000Z,16.63
20190710,15,21400,20866,138,2019-07-10T15:00:00.000Z,18.47
20190710,16,21200,20702,863,2019-07-10T16:00:00.000Z,17.94
20190710,17,20900,20407,925,2019-07-10T17:00:00.000Z,16.83
20190710,18,20500,19992,713,2019-07-10T18:00:00.000Z,16.05
20190710,19,20300,19862,663,2019-07-10T19:00:00.000Z,14.8
20190710,20,20500,20119,475,2019-07-10T20:00:00.000Z,13.77
20190710,21,20200,20104,463,2019-07-10T21:00:00.000Z,13.38
20190710,22,20400,19834,925,2019-07-10T22:00:00.000Z,12.91
20190710,23,19500,18754,63,2019-07-10T23:00:00.000Z,13.22
20190710,24,17900,17377,275,2019-07-11T00:00:00.000Z,12.83
20190711,1,16500,16282,638,2019-07-11T01:00:00.000Z,12.44
20190711,2,15800,15690,738,2019-07-11T02:00:00.000Z,11.96
20190711,3,15500,15313,588,2019-07-11T03:00:00.000Z,11.55
20190711,4,15600,15194,650,2019-07-11T04:00:00.000Z,10.78
20190711,5,15400,15098,563,2019-07-11T05:00:00.000Z,11.1
20190711,6,16100,15287,938,2019-07-11T06:00:00.000Z,11.91
20190711,7,18800,17452,38,2019-07-11T07:00:00.000Z,13.24
20190711,8,20200,19529,413,2019-07-11T08:00:00.000Z,14.59
20190711,9,21000,20511,113,2019-07-11T09:00:00.000Z,15.92
20190711,10,21100,21033,125,2019-07-11T10:00:00.000Z,16.96
20190711,11,21500,20917,475,2019-07-11T11:00:00.000Z,18.08
20190711,12,21600,21336,25,2019-07-11T12:00:00.000Z,18.63
20190711,13,21800,21462,575,2019-07-11T13:00:00.000Z,18.94
20190711,14,21700,21446,425,2019-07-11T14:00:00.000Z,19.73
20190711,15,21500,20991,525,2019-07-11T15:00:00.000Z,20.13
20190711,16,21200,20882,275,2019-07-11T16:00:00.000Z,20.5
20190711,17,20800,20583,700,2019-07-11T17:00:00.000Z,20.75
20190711,18,20600,20364,438,2019-07-11T18:00:00.000Z,20.75
20190711,19,20500,20188,975,2019-07-11T19:00:00.000Z,19.38
20190711,20,20500,20362,75,2019-07-11T20:00:00.000Z,18.89
20190711,21,20500,20332,913,2019-07-11T21:00:00.000Z,15.74
20190711,22,20400,20270,288,2019-07-11T22:00:00.000Z,13.89
20190711,23,19400,19218,563,2019-07-11T23:00:00.000Z,13.23
20190711,24,17800,17749,175,2019-07-12T00:00:00.000Z,12.28
20190712,1,16600,16551,975,2019-07-12T01:00:00.000Z,11.06
20190712,2,15900,15820,825,2019-07-12T02:00:00.000Z,10.83
20190712,3,15550,15386,238,2019-07-12T03:00:00.000Z,10.24
20190712,4,15500,15386,88,2019-07-12T04:00:00.000Z,9.72
20190712,5,15100,15111,788,2019-07-12T05:00:00.000Z,11.65
20190712,6,16000,15285,263,2019-07-12T06:00:00.000Z,14.9
20190712,7,18800,17380,563,2019-07-12T07:00:00.000Z,17.85
20190712,8,20300,19446,938,2019-07-12T08:00:00.000Z,20.67
20190712,9,21100,20678,0,2019-07-12T09:00:00.000Z,22.32
20190712,10,21300,21168,713,2019-07-12T10:00:00.000Z,23.42
20190712,11,21500,21281,300,2019-07-12T11:00:00.000Z,23.63
20190712,12,21600,21585,400,2019-07-12T12:00:00.000Z,24.21
20190712,13,21800,21781,75,2019-07-12T13:00:00.000Z,24.68
20190712,14,21700,21648,988,2019-07-12T14:00:00.000Z,24.72
20190712,15,21400,21278,400,2019-07-12T15:00:00.000Z,24.51
20190712,16,21050,21124,913,2019-07-12T16:00:00.000Z,24.23
20190712,17,20800,20784,775,2019-07-12T17:00:00.000Z,24.04
20190712,18,20450,20445,788,2019-07-12T18:00:00.000Z,23.42
20190712,19,20450,20148,563,2019-07-12T19:00:00.000Z,21.32
20190712,20,20350,20272,325,2019-07-12T20:00:00.000Z,19.72
20190712,21,20150,20059,575,2019-07-12T21:00:00.000Z,18.14
20190712,22,20000,19819,438,2019-07-12T22:00:00.000Z,16.79
20190712,23,19100,18840,113,2019-07-12T23:00:00.000Z,16.98
20190712,24,17600,17556,225,2019-07-13T00:00:00.000Z,16.52
20190713,1,15900,16307,500,2019-07-13T01:00:00.000Z,15.67
20190713,2,15250,15647,925,2019-07-13T02:00:00.000Z,15.33
20190713,3,14750,15158,38,2019-07-13T03:00:00.000Z,14.86
20190713,4,14650,15067,100,2019-07-13T04:00:00.000Z,14.61
20190713,5,14300,14647,238,2019-07-13T05:00:00.000Z,14.93
20190713,6,14200,14353,413,2019-07-13T06:00:00.000Z,15.63
20190713,7,16200,15259,263,2019-07-13T07:00:00.000Z,16.19
20190713,8,17600,16472,388,2019-07-13T08:00:00.000Z,16.97
20190713,9,18600,17745,963,2019-07-13T09:00:00.000Z,17.14
20190713,10,19100,18661,100,2019-07-13T10:00:00.000Z,18.03
20190713,11,19500,19023,175,2019-07-13T11:00:00.000Z,20.26
20190713,12,19550,19195,450,2019-07-13T12:00:00.000Z,21.14
20190713,13,19400,18944,25,2019-07-13T13:00:00.000Z,20.17
20190713,14,19000,18700,538,2019-07-13T14:00:00.000Z,19.54
20190713,15,18400,18111,400,2019-07-13T15:00:00.000Z,19.56
20190713,16,18000,17829,163,2019-07-13T16:00:00.000Z,19.25
20190713,17,17700,17563,663,2019-07-13T17:00:00.000Z,19.7
20190713,18,17500,17357,938,2019-07-13T18:00:00.000Z,19.38
20190713,19,17450,17310,838,2019-07-13T19:00:00.000Z,17.82
20190713,20,17550,17339,300,2019-07-13T20:00:00.000Z,17.04
20190713,21,17500,17198,888,2019-07-13T21:00:00.000Z,15.67
20190713,22,17600,17266,313,2019-07-13T22:00:00.000Z,15.25
20190713,23,17000,16679,488,2019-07-13T23:00:00.000Z,14.1
20190713,24,15850,15597,975,2019-07-14T00:00:00.000Z,13.84
20190714,1,14300,14455,150,2019-07-14T01:00:00.000Z,13.63
20190714,2,13550,13913,538,2019-07-14T02:00:00.000Z,13.41
20190714,3,13150,13546,225,2019-07-14T03:00:00.000Z,13.49
20190714,4,13050,13269,713,2019-07-14T04:00:00.000Z,13.11
20190714,5,12500,12753,38,2019-07-14T05:00:00.000Z,13.59
20190714,6,12300,12495,950,2019-07-14T06:00:00.000Z,14.6
20190714,7,12900,12955,800,2019-07-14T07:00:00.000Z,15.69
20190714,8,14400,13771,963,2019-07-14T08:00:00.000Z,17.07
20190714,9,15200,14479,800,2019-07-14T09:00:00.000Z,18.24
20190714,10,16000,15213,475,2019-07-14T10:00:00.000Z,19.18
20190714,11,16300,15824,325,2019-07-14T11:00:00.000Z,20.13
20190714,12,16400,15985,325,2019-07-14T12:00:00.000Z,20.44
20190714,13,16500,16002,813,2019-07-14T13:00:00.000Z,20.85
20190714,14,16400,15966,388,2019-07-14T14:00:00.000Z,21.29
20190714,15,16100,15567,313,2019-07-14T15:00:00.000Z,21.81
20190714,16,15700,15307,200,2019-07-14T16:00:00.000Z,22.08
20190714,17,15450,15117,325,2019-07-14T17:00:00.000Z,21.81
20190714,18,15500,15090,738,2019-07-14T18:00:00.000Z,21.1
20190714,19,15700,15304,800,2019-07-14T19:00:00.000Z,19.5
20190714,20,16000,15615,988,2019-07-14T20:00:00.000Z,17.64
20190714,21,16300,15857,525,2019-07-14T21:00:00.000Z,15.73
20190714,22,16700,16564,588,2019-07-14T22:00:00.000Z,14.33
20190714,23,16400,16259,863,2019-07-14T23:00:00.000Z,12.66
20190714,24,15350,15253,688,2019-07-15T00:00:00.000Z,11.56
20190715,1,14450,14322,963,2019-07-15T01:00:00.000Z,10.49
20190715,2,13900,13845,638,2019-07-15T02:00:00.000Z,9.8
20190715,3,13650,13621,138,2019-07-15T03:00:00.000Z,8.9
20190715,4,13700,13588,38,2019-07-15T04:00:00.000Z,8.52
20190715,5,13400,13486,725,2019-07-15T05:00:00.000Z,10.17
20190715,6,15000,14007,113,2019-07-15T06:00:00.000Z,13.42
20190715,7,18100,16429,625,2019-07-15T07:00:00.000Z,15.87
20190715,8,19900,18624,825,2019-07-15T08:00:00.000Z,17.45
20190715,9,20900,19937,663,2019-07-15T09:00:00.000Z,18.49
20190715,10,21200,20462,775,2019-07-15T10:00:00.000Z,19.45
20190715,11,21450,20516,613,2019-07-15T11:00:00.000Z,20.87
20190715,12,21600,20831,550,2019-07-15T12:00:00.000Z,21.55
20190715,13,21800,20975,950,2019-07-15T13:00:00.000Z,22.21
20190715,14,21800,20969,375,2019-07-15T14:00:00.000Z,22.62
20190715,15,21400,20592,438,2019-07-15T15:00:00.000Z,23.21
20190715,16,21100,20484,450,2019-07-15T16:00:00.000Z,23.71
20190715,17,20700,20166,963,2019-07-15T17:00:00.000Z,23.44
20190715,18,20200,19848,838,2019-07-15T18:00:00.000Z,22.84
20190715,19,20150,19729,63,2019-07-15T19:00:00.000Z,20.76
20190715,20,20300,19949,775,2019-07-15T20:00:00.000Z,18.16
20190715,21,20350,19962,500,2019-07-15T21:00:00.000Z,15.88
20190715,22,20250,19953,788,2019-07-15T22:00:00.000Z,13.12
20190715,23,19050,18745,275,2019-07-15T23:00:00.000Z,14.25
20190715,24,17500,17178,163,2019-07-16T00:00:00.000Z,13.86
20190716,1,16400,16070,750,2019-07-16T01:00:00.000Z,13.33
20190716,2,15750,15483,650,2019-07-16T02:00:00.000Z,12.61
20190716,3,15450,15167,50,2019-07-16T03:00:00.000Z,12.46
20190716,4,15450,15236,488,2019-07-16T04:00:00.000Z,12.21
20190716,5,15050,15002,313,2019-07-16T05:00:00.000Z,12.91
20190716,6,16000,15288,588,2019-07-16T06:00:00.000Z,14.24
20190716,7,18950,17542,200,2019-07-16T07:00:00.000Z,15.3
20190716,8,20250,19366,888,2019-07-16T08:00:00.000Z,15.88
20190716,9,21050,20459,600,2019-07-16T09:00:00.000Z,15.72
20190716,10,21350,20901,50,2019-07-16T10:00:00.000Z,15.64
20190716,11,21600,20839,400,2019-07-16T11:00:00.000Z,16.56
20190716,12,21800,21350,713,2019-07-16T12:00:00.000Z,17.04
20190716,13,21900,21298,350,2019-07-16T13:00:00.000Z,17.46
20190716,14,21900,21197,575,2019-07-16T14:00:00.000Z,17.38
20190716,15,21500,20793,288,2019-07-16T15:00:00.000Z,17.78
20190716,16,21150,20630,38,2019-07-16T16:00:00.000Z,18.67
20190716,17,20850,20288,338,2019-07-16T17:00:00.000Z,19.23
20190716,18,20500,20008,0,2019-07-16T18:00:00.000Z,18.24
20190716,19,20400,19710,375,2019-07-16T19:00:00.000Z,16.85
20190716,20,20450,19863,925,2019-07-16T20:00:00.000Z,15.29
20190716,21,20400,20041,588,2019-07-16T21:00:00.000Z,14.1
20190716,22,20350,19959,975,2019-07-16T22:00:00.000Z,13.82
20190716,23,19300,18728,650,2019-07-16T23:00:00.000Z,13.05
20190716,24,17800,17348,538,2019-07-17T00:00:00.000Z,12.99
20190717,1,15600,16273,725,2019-07-17T01:00:00.000Z,12.52
20190717,2,15000,15743,63,2019-07-17T02:00:00.000Z,12.59
20190717,3,14800,15328,938,2019-07-17T03:00:00.000Z,12.24
20190717,4,14800,15382,300,2019-07-17T04:00:00.000Z,12.24
20190717,5,14500,15025,400,2019-07-17T05:00:00.000Z,12.99
20190717,6,15200,15357,988,2019-07-17T06:00:00.000Z,14.07
20190717,7,18900,17491,200,2019-07-17T07:00:00.000Z,15.42
20190717,8,20300,19500,488,2019-07-17T08:00:00.000Z,16.54
20190717,9,21100,20428,613,2019-07-17T09:00:00.000Z,17.24
20190717,10,21300,20873,688,2019-07-17T10:00:00.000Z,17.97
20190717,11,21600,20972,975,2019-07-17T11:00:00.000Z,18.42
20190717,12,21700,21335,175,2019-07-17T12:00:00.000Z,18.76
20190717,13,21900,21410,500,2019-07-17T13:00:00.000Z,19.02
20190717,14,21900,21397,425,2019-07-17T14:00:00.000Z,20.01
20190717,15,21500,20992,775,2019-07-17T15:00:00.000Z,20.09
